,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
16165,3,Unidade da Federação,38,Reais,1911.22,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
16166,3,Unidade da Federação,38,Reais,1561.91,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
16167,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16168,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16169,3,Unidade da Federação,38,Reais,1925.64,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
16170,3,Unidade da Federação,38,Reais,1582.38,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
16171,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16172,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16173,3,Unidade da Federação,38,Reais,2246.55,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
16174,3,Unidade da Federação,38,Reais,1843.71,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
16175,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16176,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16177,3,Unidade da Federação,38,Reais,1914.88,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
16178,3,Unidade da Federação,38,Reais,1573.13,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
16179,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16180,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16181,3,Unidade da Federação,38,Reais,1869.41,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
16182,3,Unidade da Federação,38,Reais,1513.58,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
16183,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16184,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16185,3,Unidade da Federação,38,Reais,1838.48,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
16186,3,Unidade da Federação,38,Reais,1492.94,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
16187,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16188,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16189,3,Unidade da Federação,38,Reais,1946.62,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",786,Alto
16190,3,Unidade da Federação,38,Reais,1585.11,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",787,Normal
16191,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",788,Baixo
16192,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",789,Mínimo
16193,3,Unidade da Federação,38,Reais,1919.60,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",786,Alto
16194,3,Unidade da Federação,38,Reais,1583.50,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",787,Normal
16195,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",788,Baixo
16196,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",789,Mínimo
16197,3,Unidade da Federação,38,Reais,1871.39,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",786,Alto
16198,3,Unidade da Federação,38,Reais,1708.07,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",787,Normal
16199,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",788,Baixo
16200,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",789,Mínimo
16201,3,Unidade da Federação,38,Reais,1884.35,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",786,Alto
16202,3,Unidade da Federação,38,Reais,1738.06,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",787,Normal
16203,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",788,Baixo
16204,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",789,Mínimo
16205,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",786,Alto
16206,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",787,Normal
16207,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",788,Baixo
16208,3,Unidade da Federação,38,Reais,500.77,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",789,Mínimo
16209,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",786,Alto
16210,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",787,Normal
16211,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",788,Baixo
16212,3,Unidade da Federação,38,Reais,438.22,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",789,Mínimo
16213,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",786,Alto
16214,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",787,Normal
16215,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",788,Baixo
16216,3,Unidade da Federação,38,Reais,553.20,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",789,Mínimo
16217,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",786,Alto
16218,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",787,Normal
16219,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",788,Baixo
16220,3,Unidade da Federação,38,Reais,1084.03,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",789,Mínimo
16221,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",786,Alto
16222,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",787,Normal
16223,3,Unidade da Federação,38,Reais,-,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",788,Baixo
16224,3,Unidade da Federação,38,Reais,1235.80,52,Goiás,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",789,Mínimo
16225,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",786,Alto
16226,3,Unidade da Federação,38,Reais,1964.37,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",787,Normal
16227,3,Unidade da Federação,38,Reais,1368.15,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",788,Baixo
16228,3,Unidade da Federação,38,Reais,1188.49,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",789,Mínimo
16229,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",786,Alto
16230,3,Unidade da Federação,38,Reais,2209.01,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",787,Normal
16231,3,Unidade da Federação,38,Reais,1537.80,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",788,Baixo
16232,3,Unidade da Federação,38,Reais,1336.84,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",789,Mínimo
16233,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
16234,3,Unidade da Federação,38,Reais,2192.98,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
16235,3,Unidade da Federação,38,Reais,1576.67,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16236,3,Unidade da Federação,38,Reais,1391.30,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16237,3,Unidade da Federação,38,Reais,2253.11,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
16238,3,Unidade da Federação,38,Reais,1855.30,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
16239,3,Unidade da Federação,38,Reais,1289.75,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16240,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16241,3,Unidade da Federação,38,Reais,2142.17,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",786,Alto
16242,3,Unidade da Federação,38,Reais,1770.70,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",787,Normal
16243,3,Unidade da Federação,38,Reais,1213.19,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
16244,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
16245,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",786,Alto
16246,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",787,Normal
16247,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",788,Baixo
16248,3,Unidade da Federação,38,Reais,2517.63,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",789,Mínimo
16249,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",786,Alto
16250,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",787,Normal
16251,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",788,Baixo
16252,3,Unidade da Federação,38,Reais,3179.80,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",789,Mínimo
16253,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",786,Alto
16254,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",787,Normal
16255,3,Unidade da Federação,38,Reais,1879.22,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",788,Baixo
16256,3,Unidade da Federação,38,Reais,1723.91,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",789,Mínimo
16257,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",786,Alto
16258,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",787,Normal
16259,3,Unidade da Federação,38,Reais,1893.66,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",788,Baixo
16260,3,Unidade da Federação,38,Reais,1736.68,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",789,Mínimo
16261,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",786,Alto
16262,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",787,Normal
16263,3,Unidade da Federação,38,Reais,1693.95,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",788,Baixo
16264,3,Unidade da Federação,38,Reais,1541.85,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",789,Mínimo
16265,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",786,Alto
16266,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",787,Normal
16267,3,Unidade da Federação,38,Reais,1743.18,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",788,Baixo
16268,3,Unidade da Federação,38,Reais,1581.90,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",789,Mínimo
16269,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",786,Alto
16270,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",787,Normal
16271,3,Unidade da Federação,38,Reais,1536.24,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",788,Baixo
16272,3,Unidade da Federação,38,Reais,1391.28,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",789,Mínimo
16273,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",786,Alto
16274,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",787,Normal
16275,3,Unidade da Federação,38,Reais,1643.32,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",788,Baixo
16276,3,Unidade da Federação,38,Reais,1489.56,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",789,Mínimo
16277,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7100,"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro",786,Alto
16278,3,Unidade da Federação,38,Reais,-,53,Distrito Federal,51,Custo de projeto m²,202501,janeiro 2025,7100,"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro",787,Normal
